	ABalaaaala	ABalaaaalp	ABalaaaarl	ABalaaaarr	ABalaaapal	ABalaaapar	ABalaaappl	ABalaaappr	ABalaapaaa	ABalaapaap	ABalaapapa	ABalaapapp	ABalaappaa	ABalaappap	ABalaapppa	ABalaapppp	ABalapaaaa	ABalapaaap	ABalapaapa	ABalapaapp	ABalapapaa	ABalapapap	ABalapappa	ABalapappp	ABalappaaa	ABalappaap	ABalappapa	ABalappapp	ABalapppaa	ABalapppap	ABalappppa	ABalappppp	ABalpaaaaa	ABalpaaaap	ABalpaaapa	ABalpaaapp	ABalpaapaa	ABalpaapap	ABalpaappa	ABalpaappp	ABalpapaaa	ABalpapaap	ABalpapapa	ABalpapapp	ABalpappaa	ABalpappap	ABalpapppa	ABalpapppp	ABalppaaaa	ABalppaaap	ABalppaapa	ABalppaapp	ABalppapaa	ABalppapap	ABalppappa	ABalppappp	ABalpppaaa	ABalpppaap	ABalpppapa	ABalpppapp	ABalppppaa	ABalppppap	ABalpppppa	ABalpppppp	ABaraaaaaa	ABaraaaaap	ABaraaaapa	ABaraaaapp	ABaraaapaa	ABaraaapap	ABaraaappa	ABaraaappp	ABaraapaaa	ABaraapaap	ABaraapapa	ABaraapapp	ABaraappaa	ABaraappap	ABaraapppa	ABaraapppp	ABarapaaaa	ABarapaaap	ABarapaapa	ABarapaapp	ABarapapaa	ABarapapap	ABarapappa	ABarapappp	ABarappaaa	ABarappaap	ABarappapa	ABarappapp	ABarapppaa	ABarapppap	ABarappppa	ABarappppp	ABarpaaaaa	ABarpaaaap	ABarpaaapa	ABarpaaapp	ABarpaapaa	ABarpaapap	ABarpaappa	ABarpaappp	ABarpapaaa	ABarpapaap	ABarpapapa	ABarpapapp	ABarpappaa	ABarpappap	ABarpapppa	ABarpapppp	ABarppaaaa	ABarppaaap	ABarppaapa	ABarppaapp	ABarppapaa	ABarppapap	ABarppappa	ABarppappp	ABarpppaaa	ABarpppaap	ABarpppapa	ABarpppapp	ABarppppaa	ABarppppap	ABarpppppa	ABarpppppp	ABplaaaaaa	ABplaaaaap	ABplaaaapa	ABplaaaapp	ABplaaapaa	ABplaaapap	ABplaaappa	ABplaaappp	ABplaapaaa	ABplaapaap	ABplaapapa	ABplaapapp	ABplaappaa	ABplaappap	ABplaapppa	ABplaapppp	ABplapaaaa	ABplapaaap	ABplapaapa	ABplapaapp	ABplapapaa	ABplapapap	ABplapappa	ABplapappp	ABplappaaa	ABplappaap	ABplappapa	ABplappapp	ABplapppaa	ABplapppap	ABplappppa	ABplappppp	ABplpaaaaa	ABplpaaaap	ABplpaaapa	ABplpaaapp	ABplpaapaa	ABplpaapap	ABplpaappa	ABplpaappp	ABplpapaaa	ABplpapaap	ABplpapapa	ABplpapapp	ABplpappaa	ABplpappap	ABplpapppa	ABplpapppp	ABplppaaaa	ABplppaaap	ABplppaapa	ABplppaapp	ABplppapaa	ABplppapap	ABplppappa	ABplppappp	ABplpppaaa	ABplpppaap	ABplpppapa	ABplpppapp	ABplppppaa	ABplppppap	ABplpppppa	ABplpppppp	ABpraaaaaa	ABpraaaaap	ABpraaaapa	ABpraaaapp	ABpraaapaa	ABpraaapap	ABpraaappa	ABpraaappp	ABpraapaaa	ABpraapaap	ABpraapapa	ABpraapapp	ABpraappaa	ABpraappap	ABpraapppa	ABpraapppp	ABprapaaaa	ABprapaaap	ABprapaapa	ABprapaapp	ABprapapaa	ABprapapap	ABprapappa	ABprapappp	ABprappaaa	ABprappaap	ABprappapa	ABprappapp	ABprapppaa	ABprapppap	ABprappppa	ABprappppp	ABprpaaaaa	ABprpaaaap	ABprpaaapa	ABprpaaapp	ABprpaapaa	ABprpaapap	ABprpaappa	ABprpaappp	ABprpapaaa	ABprpapaap	ABprpapapa	ABprpapapp	ABprpappaa	ABprpappap	ABprpapppa	ABprpapppp	ABprppaaaa	ABprppaaap	ABprppaapa	ABprppaapp	ABprppapaa	ABprppapap	ABprppappa	ABprppappp	ABprpppaaa	ABprpppaap	ABprpppapa	ABprpppapp	ABprppppaa	ABprppppap	ABprpppppa	ABprpppppp	MSaaaaaa	MSaaaaap	MSaaaapa	MSaaaapp	MSaaapaa	MSaaapap	MSaaapp	MSaapaaa	MSaapaap	MSaapapa	MSaapapp	MSaappa	MSaappp	MSapaaaa	MSapaaap	MSapaap	MSapapaa	MSapapap	MSapappa	MSapappp	MSappaaa	MSappaap	MSappap	MSapppaa	MSapppap	MSapppp	MSpaaaaa	MSpaaaap	MSpaaapa	MSpaaapp	MSpaapaa	MSpaapap	MSpaapp	MSpapaaa	MSpapaap	MSpapapa	MSpapapp	MSpappa	MSpappp	MSppaaaa	MSppaaap	MSppaapa	MSppaapp	MSppapaa	MSppapap	MSppappa	MSppappp	MSpppaa	MSpppap	MSppppaa	MSppppap	MSpppppa	MSpppppp	Ealaa	Ealap	Ealpa	Ealpp	Earaa	Earap	Earpa	Earpp	Eplaa	Eplap	Eplpa	Eplpp	Epraa	Eprap	Eprpa	Eprpp	Caaaaa	Caaaap	Caaapa	Caaapp	Caapa	Caappd	Caappv	Capaaa	Capaap	Capapa	Capapp	Cappaa	Cappap	Capppa	Capppp	Cpaaaa	Cpaaap	Cpaapa	Cpaapp	Cpapaa	Cpapap	Cpappd	Cpappv	Cppaaa	Cppaap	Cppapa	Cppapp	Cpppaa	Cpppap	Cppppa	Cppppp	Daaa	Daap	Dapa	Dapp	Dpaa	Dpap	Dppa	Dppp
ABalaapapa	8	8	8	8	8	8	8	8	4	4	0	2	6	6	6	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalaapapp	8	8	8	8	8	8	8	8	4	4	2	0	6	6	6	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalaappaa	8	8	8	8	8	8	8	8	6	6	6	6	0	2	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalaappap	8	8	8	8	8	8	8	8	6	6	6	6	2	0	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalaapppa	8	8	8	8	8	8	8	8	6	6	6	6	4	4	0	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalaapppp	8	8	8	8	8	8	8	8	6	6	6	6	4	4	2	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapaaaa	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	2	4	4	6	6	6	6	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapaaap	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2	0	4	4	6	6	6	6	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapaapa	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	4	0	2	6	6	6	6	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapaapp	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	4	2	0	6	6	6	6	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapapaa	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	6	6	6	0	2	4	4	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapapap	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	6	6	6	2	0	4	4	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapappa	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	6	6	6	4	4	0	2	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalapappp	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	6	6	6	4	4	2	0	8	8	8	8	8	8	8	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
ABalappaaa	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	8	8	8	8	8	8	8	0	2	4	4	6	6	6	6	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	17	18	18	18	18	18	18	17	18	18	17	18	18	18	18	18	18	17	18	18	18	18	17	17	18	18	18	18	18	18	18	18	17	17	18	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16
